region,cases,deaths,recovered
USA,6589020,196345,3880707
India,4587777,76513,3562791
Brazil,4239763,129575,3497337
Russia,1051874,18365,868107
Peru,710067,30344,544745
Colombia,694664,22275,569479
Mexico,652364,69649,458850
South Africa,644438,15265,573003
Spain,554143,29699,N/A
Argentina,524198,10994,400121
Chile,428669,11781,401356
Iran,397801,22913,342539
UK,358138,41608,N/A
France,353944,30813,88742
Bangladesh,334762,4668,236024
Saudi Arabia,324407,4213,300933
Pakistan,300371,6370,288206
Turkey,286455,6895,255407
Italy,283180,35587,211885
Iraq,278418,7814,213817
Germany,258125,9419,233300
Philippines,252964,4108,186606
Indonesia,210940,8544,150217
Ukraine,148756,3076,67005
Israel,147379,1086,111556
Canada,134924,9163,118990
Bolivia,124205,7193,79483
Qatar,121287,205,118199
Ecuador,113206,10749,91242
Kazakhstan,106661,1634,100409
Dominican Republic,101716,1926,75034
Romania,101075,4100,41010
Egypt,100557,5590,81597
Panama,99715,2127,72203
Kuwait,93475,557,83660
Belgium,90568,9917,18659
Oman,88337,762,83325
Sweden,86505,5846,N/A
Guatemala,80306,2918,68927
Netherlands,79781,6252,N/A
Morocco,79767,1491,61850
UAE,77842,398,68462
Belarus,73784,738,72369
Japan,73221,1406,64835
Poland,73047,2169,58848
Honduras,65802,2049,15577
Portugal,62813,1855,43644
Ethiopia,62578,974,23640
Bahrain,58207,208,52284
Venezuela,57823,460,46125
Singapore,57316,27,56558
Nigeria,55829,1075,43810
Costa Rica,52549,567,20322
Nepal,51919,322,36672
Algeria,47488,1591,33562
Switzerland,46239,2020,38100
Uzbekistan,46160,377,42857
Armenia,45503,909,41434
Ghana,45388,285,44267
Kyrgyzstan,44684,1061,40487
Moldova,41704,1106,28962
Afghanistan,38606,1420,31154
Azerbaijan,38037,557,35440
Kenya,35603,612,22047
Czechia,32413,448,20787
Serbia,32228,730,31100
Austria,31827,750,26257
Ireland,30360,1781,23364
Palestine,29256,204,19788
El Salvador,26773,777,17433
Australia,26565,797,23217
Paraguay,25631,485,12729
Bosnia and Herzegovina,22544,680,15273
Lebanon,22437,219,7312
S. Korea,21919,350,17616
Libya,21908,352,2506
Cameroon,20009,415,18837
Denmark,19216,629,16139
Ivory Coast,18869,119,17884
Bulgaria,17598,706,12619
Madagascar,15669,209,14320
North Macedonia,15555,642,12994
Senegal,14193,293,10350
Sudan,13437,833,6730
Zambia,13214,300,11899
Croatia,13107,211,10466
Greece,12452,297,3804
Norway,11924,265,10371
Hungary,10909,631,4014
Albania,10860,324,6346
DRC,10361,262,9622
Guinea,9946,63,9100
Malaysia,9810,128,9181
French Guiana,9462,63,9040
Namibia,9256,96,4767
Tajikistan,8939,72,7714
Maldives,8900,31,6559
Gabon,8621,53,7618
Finland,8512,337,7500
Haiti,8429,215,5991
Zimbabwe,7453,222,5635
Mauritania,7222,161,6758
Luxembourg,7088,124,6397
Montenegro,6222,114,4393
Tunisia,5882,99,1862
Malawi,5655,176,3683
Djibouti,5394,61,5327
Slovakia,5252,37,3081
Eswatini,4994,98,4103
Equatorial Guinea,4990,83,4479
