region,cases,deaths,recovered
USA,4170328,147341,1980432
Brazil,2289951,84207,1570237
India,1290284,30657,817738
Russia,800849,13046,588774
South Africa,408052,6093,236260
Peru,371096,17654,255945
Mexico,370712,41908,236209
Chile,338759,8838,311431
Spain,317246,28429,N/A
UK,297146,45554,N/A
Iran,284034,15074,247230
Pakistan,270400,5763,219783
Saudi Arabia,260394,2635,213490
Italy,245338,35092,197842
Colombia,226373,7688,107951
Turkey,223315,5563,206365
Bangladesh,218658,2836,120976
Germany,205142,9187,189000
France,179398,30182,80472
Argentina,148027,2702,62815
Canada,112672,8874,98519
Qatar,108244,164,105018
Iraq,102226,4122,69405
Indonesia,95418,4665,53945
Egypt,90413,4480,31066
Sweden,78763,5676,N/A
Kazakhstan,78486,585,49488
Ecuador,78148,5439,33455
Philippines,76444,1879,24502
Oman,72646,355,51349
Belarus,66688,519,59439
Bolivia,65252,2407,20030
Belgium,64847,9812,17369
Ukraine,62823,1571,34886
Kuwait,61872,421,52247
Israel,58559,446,25887
UAE,57988,342,50848
Dominican Republic,57615,1006,26905
Panama,56817,1209,31828
Netherlands,52404,6139,N/A
Portugal,49379,1705,34369
Singapore,49375,27,45015
Guatemala,42192,1632,28856
Poland,42038,1655,31997
Romania,41275,2126,24862
Nigeria,38948,833,16061
Bahrain,37996,136,34412
Honduras,36902,1011,4448
Armenia,36613,692,25734
Afghanistan,35981,1225,24602
Switzerland,34000,1975,30500
Kyrgyzstan,31247,1211,18038
Ghana,30366,153,26687
Azerbaijan,28980,391,20974
Japan,27029,990,21035
Ireland,25826,1763,23364
Algeria,25484,1124,17369
Serbia,22443,508,14047
Moldova,22105,719,15174
Austria,20214,711,18042
Uzbekistan,18986,103,10149
Morocco,18264,292,15872
Nepal,18241,43,12840
Cameroon,16522,382,13728
Kenya,15601,263,7135
Ivory Coast,15001,93,9282
Czechia,14800,365,9328
S. Korea,13979,298,12817
Venezuela,13613,129,7752
Australia,13595,139,8775
Denmark,13390,612,12299
El Salvador,13377,379,7324
Costa Rica,13129,80,3448
Ethiopia,11933,197,5645
Sudan,11237,708,5835
Bulgaria,9853,329,5031
Palestine,9744,67,2720
North Macedonia,9669,445,5071
Bosnia and Herzegovina,9462,274,4367
Senegal,9266,178,6170
Norway,9085,255,8674
Malaysia,8840,123,8574
DRC,8720,201,5105
Madagascar,8381,70,5160
Finland,7380,328,6920
Haiti,7197,154,4236
French Guiana,7086,40,5376
Tajikistan,7060,58,5793
Guinea,6806,42,5999
Gabon,6588,47,4235
Mauritania,6067,156,4086
Luxembourg,5952,112,4591
Djibouti,5031,58,4927
Croatia,4634,128,3394
CAR,4590,58,1452
Albania,4466,123,2523
Hungary,4398,596,3312
Paraguay,4113,36,2487
Greece,4110,201,1374
Zambia,3789,134,1677
Nicaragua,3439,108,2492
Malawi,3302,76,1282
Thailand,3279,58,3107
