region,cases,deaths,recovered
USA,4706180,156764,2328445
Brazil,2666298,92568,1884051
India,1701532,36587,1096898
Russia,845443,14058,646524
South Africa,493183,8005,326171
Mexico,424637,46688,278618
Peru,414735,19217,287127
Chile,355667,9457,328327
Spain,335602,28445,N/A
Iran,306752,16982,265830
UK,303181,46119,N/A
Colombia,295508,10105,154387
Pakistan,278305,5951,247177
Saudi Arabia,275905,2866,235658
Italy,247537,35141,199974
Bangladesh,239860,3132,136253
Turkey,230873,5691,214535
Germany,210665,9224,193600
Argentina,191302,3543,83780
France,187919,30265,81500
Iraq,124609,4741,87434
Canada,116312,8935,101227
Qatar,110695,174,107377
Indonesia,109936,5193,67919
Philippines,98232,2039,65265
Egypt,94078,4805,39638
Kazakhstan,90367,793,60825
Ecuador,85355,5702,36044
Sweden,80422,5743,N/A
Oman,79159,421,61421
Bolivia,76789,2977,23582
Ukraine,71056,1709,39308
Israel,70970,512,43850
Dominican Republic,69649,1160,36470
Belgium,68751,9841,17546
Belarus,67808,559,62444
Kuwait,66957,447,57932
Panama,65256,1421,39166
UAE,60760,351,54255
Netherlands,54301,6147,N/A
Singapore,52512,27,46491
Romania,52111,2379,27346
Portugal,51072,1735,36483
Guatemala,49789,1924,36816
Poland,46346,1721,34374
Nigeria,43151,879,19565
Honduras,42014,1337,5554
Bahrain,40982,147,37840
Armenia,38841,749,29557
Afghanistan,36710,1283,25509
Kyrgyzstan,36299,1397,26419
Ghana,35501,182,32096
Switzerland,35412,1981,31100
Japan,34372,1006,24929
Azerbaijan,31878,448,25882
Algeria,30394,1210,20537
Ireland,26065,1763,23364
Serbia,25552,573,14047
Moldova,24733,783,17571
Morocco,24322,353,17658
Uzbekistan,24304,143,14464
Austria,21212,718,18911
Kenya,20636,341,8165
Nepal,19771,56,14399
Venezuela,18574,164,10421
Costa Rica,17820,150,4404
Ethiopia,17530,274,6950
Australia,17282,201,10202
Cameroon,17255,391,15320
El Salvador,17050,459,8495
Czechia,16574,382,11569
Ivory Coast,16047,102,11428
S. Korea,14336,301,13233
Denmark,13789,615,12578
Palestine,12160,82,5324
Bosnia and Herzegovina,11876,339,5959
Bulgaria,11690,383,6319
Sudan,11644,746,6119
Madagascar,10868,106,7807
North Macedonia,10754,486,6554
Senegal,10284,209,6822
Norway,9240,255,8752
DRC,9084,215,7030
Malaysia,8985,125,8647
French Guiana,7799,43,6386
Finland,7443,329,6950
Haiti,7424,161,4606
Tajikistan,7409,60,6193
Gabon,7352,49,4943
Guinea,7308,46,6458
Luxembourg,6695,114,5192
Mauritania,6310,157,4962
Zambia,6228,165,4130
Paraguay,5338,49,3548
Albania,5276,157,2952
Croatia,5139,145,4267
Djibouti,5084,58,4999
Equatorial Guinea,4821,83,2182
CAR,4608,59,1606
Lebanon,4555,61,1761
Hungary,4526,597,3364
Greece,4477,206,1374
Malawi,4078,114,1875
Maldives,3793,16,2607
Nicaragua,3672,116,2492
Libya,3621,74,618
Hong Kong,3398,31,1858
Thailand,3312,58,3135
Somalia,3212,93,1562
Congo,3200,54,829
Zimbabwe,3169,67,1004
Montenegro,3073,48,1005
Mayotte,2962,39,2721
Sri Lanka,2815,11,2439
Eswatini,2648,41,1214
Cuba,2608,87,2355
Mali,2535,124,1937
Cabo Verde,2451,23,1824
Slovakia,2337,29,1742
South Sudan,2322,46,1175
Slovenia,2171,119,1821
Namibia,2129,10,166
Lithuania,2093,80,1644
Estonia,2072,69,1934
Rwanda,2022,5,1106
Guinea-Bissau,1981,26,803
Iceland,1885,10,1825
Mozambique,1864,11,641
Sierra Leone,1823,67,1362
Benin,1805,36,1036
Yemen,1728,493,862
Suriname,1650,26,1080
New Zealand,1562,22,1518
Tunisia,1535,50,1195
Uruguay,1264,35,994
Latvia,1238,32,1052
Jordan,1193,11,1084
Liberia,1186,75,670
Georgia,1171,17,947
Uganda,1154,3,1028
Angola,1148,52,437
Niger,1134,69,1028
Cyprus,1114,19,852
Burkina Faso,1106,53,935
Togo,941,19,641
Chad,936,75,813
Andorra,925,52,807
Jamaica,878,10,726
Sao Tome and Principe,871,15,778
Malta,845,9,665
Botswana,804,2,63
Syria,757,43,237
Diamond Princess,712,13,651
San Marino,699,42,657
Réunion,660,4,592
Lesotho,604,13,144
Channel Islands,587,47,533
Bahamas,574,14,91
Vietnam,558,3,373
Tanzania,509,21,183
Gambia,498,9,68
Taiwan,474,7,441
Guyana,413,20,185
Burundi,387,1,304
Comoros,378,7,330
Myanmar,353,6,296
Mauritius,344,10,332
Isle of Man,336,24,312
Mongolia,291,NA,230
Eritrea,279,NA,225
Martinique,269,15,98
Guadeloupe,265,14,179
Cambodia,239,NA,164
Faeroe Islands,225,NA,189
Cayman Islands,203,1,202
Gibraltar,187,NA,181
Trinidad and Tobago,169,8,132
Bermuda,156,9,141
Brunei,141,3,138
Sint Maarten,128,15,64
Aruba,121,3,105
Monaco,120,4,105
Turks and Caicos,114,2,38
Seychelles,114,NA,39
Barbados,110,7,96
Bhutan,101,NA,89
Antigua and Barbuda,91,3,67
Liechtenstein,88,1,85
Papua New Guinea,72,2,11
French Polynesia,62,NA,62
St. Vincent Grenadines,54,NA,44
Saint Martin,53,3,41
Belize,48,2,30
Macao,46,NA,46
Curaçao,29,1,24
Fiji,27,1,18
Saint Lucia,25,NA,22
Grenada,24,NA,23
Timor-Leste,24,NA,24
New Caledonia,22,NA,22
Laos,20,NA,19
Dominica,18,NA,18
Saint Kitts and Nevis,17,NA,16
Greenland,14,NA,13
Falkland Islands,13,NA,13
Montserrat,12,1,10
Vatican City,12,NA,12
Caribbean Netherlands,11,NA,7
Western Sahara,10,1,8
MS Zaandam,9,2,NA
British Virgin Islands,8,1,7
St. Barth,8,NA,6
Saint Pierre Miquelon,4,NA,1
Anguilla,3,NA,3
China,84337,4634,78989
Total:,5525817,219311,2850852
Total:,4120705,143906,2819925
Total:,4313891,97117,3178107
Total:,2881560,203478,1740340
Total:,932108,19744,584272
Total:,19027,226,11833
Total:,721,15,651
Total:,17793829,683797,11185980
