region,cases,deaths,recovered
USA,5863875,180410,3154667
Brazil,3589469,114469,2709638
India,3105185,57692,2336796
Russia,956749,16383,770639
South Africa,607045,12987,504127
Peru,585236,27453,391144
Mexico,556216,60254,380492
Colombia,533103,16968,359792
Spain,407879,28838,N/A
Chile,397665,10852,371179
Iran,358905,20643,309464
Argentina,336802,6947,251400
UK,325642,41429,N/A
Saudi Arabia,307479,3649,280143
Bangladesh,294598,3941,179091
Pakistan,292765,6235,275836
Italy,259345,35437,205470
Turkey,258249,6121,237165
France,242899,30513,84950
Germany,234399,9332,208950
Iraq,204341,6428,146409
Philippines,189601,2998,131367
Indonesia,153535,6680,107500
Canada,124893,9073,111098
Qatar,117008,193,113808
Bolivia,108427,4442,43887
Ecuador,107769,6310,94816
Ukraine,104958,2271,52235
Kazakhstan,104543,1415,91089
Israel,102380,834,79501
Egypt,97237,5243,65118
Dominican Republic,90561,1554,59949
Sweden,86068,5810,N/A
Panama,85480,1878,60528
Oman,83769,609,78386
Belgium,81468,9988,18204
Kuwait,80528,515,72307
Romania,78505,3272,35287
Belarus,70468,642,68839
Guatemala,67856,2580,56277
UAE,67007,375,58488
Netherlands,66554,6200,N/A
Poland,61762,1955,42183
Japan,60733,1169,47622
Singapore,56353,27,54164
Portugal,55597,1796,40774
Honduras,53983,1643,8449
Morocco,52349,888,36343
Nigeria,51905,997,38767
Bahrain,49038,184,45589
Ghana,43505,261,41532
Kyrgyzstan,43023,1056,36397
Armenia,42792,852,35991
Algeria,41460,1435,29142
Ethiopia,40671,678,14995
Switzerland,39903,2001,34100
Venezuela,38957,323,28453
Uzbekistan,38946,273,34987
Afghanistan,37999,1387,28180
Azerbaijan,35274,518,32993
Moldova,33478,940,22683
Costa Rica,33084,348,10372
Kenya,32364,548,18670
Nepal,31935,149,18631
Serbia,30657,698,28275
Ireland,27969,1777,23364
Austria,25253,732,21558
Australia,24812,502,19233
El Salvador,24622,661,12246
Czechia,21867,412,16119
Palestine,18802,128,11843
Cameroon,18762,408,16540
Bosnia and Herzegovina,17715,532,11329
S. Korea,17399,309,14200
Ivory Coast,17374,113,15106
Denmark,16317,622,14180
Bulgaria,15227,545,10322
Madagascar,14327,178,13355
North Macedonia,13595,564,10110
Paraguay,12974,192,7197
Senegal,12949,269,8455
Sudan,12836,815,6497
Lebanon,12698,123,3625
Zambia,11082,280,9942
Libya,10437,188,1085
Norway,10299,264,9150
DRC,9830,251,8934
Malaysia,9267,125,8959
Guinea,8967,53,7708
French Guiana,8797,55,8307
Greece,8664,242,3804
Albania,8427,250,4332
Gabon,8388,53,6734
Tajikistan,8311,66,7108
Croatia,8175,171,5801
Haiti,8082,196,5624
Finland,7920,334,7100
Luxembourg,7762,124,6969
Mauritania,6894,158,6203
Maldives,6660,26,4113
Zimbabwe,5893,153,4629
Namibia,5538,46,2460
Malawi,5382,168,2998
