region,cases,deaths,recovered
USA,5100910,164196,2618191
Brazil,2967064,99702,2068394
India,2114140,42821,1443183
Russia,882347,14854,690207
South Africa,545476,9909,394759
Mexico,469407,51311,313386
Peru,463875,20649,314332
Chile,368825,9958,342168
Colombia,367196,12250,198495
Spain,361442,28503,N/A
Iran,324692,18264,282122
UK,309763,46511,N/A
Saudi Arabia,287262,3130,250440
Pakistan,283487,6068,259604
Bangladesh,255113,3365,146604
Italy,249756,35190,201642
Turkey,238450,5813,221574
Argentina,235677,4450,108242
Germany,216562,9257,197400
France,197921,30324,82836
Iraq,144064,5236,103197
Philippines,126885,2209,67117
Indonesia,123503,5658,79306
Canada,118985,8970,103435
Qatar,112650,182,109438
Kazakhstan,97829,1058,71609
Egypt,95147,4971,50553
Ecuador,91969,5897,71463
Bolivia,87891,3524,28139
Sweden,82323,5763,N/A
Oman,81357,509,73481
Israel,80991,581,55313
Ukraine,79750,1879,43655
Dominican Republic,77709,1259,41393
Belgium,72784,9866,17728
Panama,72560,1591,46675
Kuwait,71199,474,62806
Belarus,68738,585,64744
UAE,62300,356,56245
Romania,60623,2659,29872
Netherlands,57987,6157,N/A
Guatemala,56189,2197,44072
Singapore,54929,27,48583
Portugal,52537,1750,38364
Poland,51167,1800,36403
Honduras,46365,1465,6355
Nigeria,45687,936,32637
Japan,43815,1033,30153
Bahrain,43307,159,40276
Ghana,40533,206,37702
Armenia,40185,785,32395
Kyrgyzstan,39571,1459,31062
Afghanistan,37054,1312,25960
Switzerland,36451,1986,31900
Algeria,34155,1282,23667
Azerbaijan,33481,488,30056
Morocco,30662,461,21548
Uzbekistan,29652,187,21006
Serbia,27863,632,14047
Moldova,27443,841,19100
Ireland,26470,1772,23364
Kenya,25138,413,11118
Venezuela,24166,208,12470
Nepal,22592,73,16313
Costa Rica,22081,218,7266
Austria,21919,721,19812
Ethiopia,21452,380,9415
Australia,20698,278,11320
El Salvador,19978,536,9515
Czechia,18060,389,12749
Cameroon,17718,391,15320
